,carName,carCompany,carAge,carGear,carPrice,carMile,carLocationCity,carLocationState,carColorEx,carColorIn,carAccident,carOwner,carUsage,currentTime,currentDay
10502,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,39954,44861,Indianapolis, IN,White,Black,0,1,Fleet,15:14:05,"2021,11,04"
10503,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 2WD,30994,42635,Indianapolis, IN,Silver,Gray,0,2,Personal,15:14:05,"2021,11,04"
10504,Chevrolet Malibu,Chevrolet,2018,LT with 1LT,20398,27923,Roseville, CA,White,Black,0,1,Personal,15:14:05,"2021,11,04"
10505,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,33493,30634,Fairfield, CA,Black,Black,0,1,Personal,15:14:05,"2021,11,04"
10506,Mercedes-Benz C-Class,Mercedes-Benz,2017,C 300 Sedan RWD,24400,35610,Fort Lauderdale, FL,White,Beige,1,2,Personal,15:14:07,"2021,11,04"
10507,Ford F-150,Ford,2018,XL SuperCab 6.5' Box 4WD,30945,53052,Amherst, VA,White,Gray,0,2,Fleet,15:14:07,"2021,11,04"
10508,Ford F-150,Ford,2018,Lariat SuperCrew 5.5' Box 4WD,40994,35222,Seffner, FL,Gray,Black,0,2,Personal,15:14:07,"2021,11,04"
10509,Ford Explorer,Ford,2018,XLT FWD,27944,40434,Stafford, TX,Gray,Black,0,1,Personal,15:14:07,"2021,11,04"
10510,Nissan Altima,Nissan,2015,2.5 S,13970,49583,Poway, CA,White,Black,0,2,Fleet,15:14:07,"2021,11,04"
10511,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,30994,71538,Westmont, IL,Red,Gray,0,2,Personal,15:14:07,"2021,11,04"
10512,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 2WD,31995,59801,Waco, TX,Black,Gray,0,2,Personal,15:14:07,"2021,11,04"
10513,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,37990,51825,Starke, FL,Black,Gray,0,1,Fleet,15:14:07,"2021,11,04"
10514,Ram 1500,Ram,2019,"Laramie Crew Cab 5'7"" Box 4WD",33499,131397,Rogers, MN,Red,Black,0,1,Personal,15:14:07,"2021,11,04"
10515,Toyota RAV4,Toyota,2018,XLE FWD,22495,39181,Daytona Beach, FL,Unknown,Unknown,0,1,Personal,15:14:07,"2021,11,04"
10516,Toyota Camry,Toyota,2019,SE Automatic,24900,22580,Glendale, CA,White,Unknown,0,1,Personal,15:14:07,"2021,11,04"
10517,Ford F-150,Ford,2016,XLT SuperCrew 5.5' Box RWD,23900,95172,Hutto, TX,White,Gray,0,2,Fleet,15:14:07,"2021,11,04"
10518,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,30295,22033,San Francisco, CA,White,Black,0,1,Personal,15:14:07,"2021,11,04"
10519,Chevrolet Equinox,Chevrolet,2019,LT with 1LT FWD,22250,44682,Columbus, OH,White,Black,0,1,Personal,15:14:07,"2021,11,04"
10520,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,40200,33538,Bloomington, IN,Gray,Black,0,1,Personal,15:14:07,"2021,11,04"
10521,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,33000,79895,Perham, MN,Black,Gray,0,2,Personal,15:14:07,"2021,11,04"
10522,Chevrolet Colorado,Chevrolet,2018,Work Truck Extended Cab Standard Box 2WD Manual,21000,24023,Lebanon, OH,Silver,Black,1,2,Personal,15:14:07,"2021,11,04"
10523,Ford Edge,Ford,2017,SEL AWD,16111,123621,Columbus, WI,White,Beige,1,2,Fleet,15:14:07,"2021,11,04"
10524,GMC Sierra 1500,GMC,2018,SLT Crew Cab Short Box 2WD,40988,43710,San Angelo, TX,Black,Black,0,1,Personal,15:14:07,"2021,11,04"
10525,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,38500,38885,Fredericksburg, VA,Black,Unknown,0,1,Personal,15:14:07,"2021,11,04"
10526,Jeep Cherokee,Jeep,2019,Limited FWD,21900,51637,Vero Beach, FL,Black,Black,0,1,Personal,15:14:07,"2021,11,04"
10527,Ford F-150,Ford,2016,XLT SuperCrew 5.5' Box RWD,28998,44854,Bakersfield, CA,White,Gray,0,2,Fleet,15:14:07,"2021,11,04"
10528,Buick Encore,Buick,2018,Preferred FWD,17588,45484,Houston, TX,White,Black,0,2,Personal,15:14:07,"2021,11,04"
10529,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,39998,28418,Joplin, MO,Black,Beige,0,1,Personal,15:14:07,"2021,11,04"
10530,Mercedes-Benz CLA,Mercedes-Benz,2018,CLA 250 FWD,28988,29775,Fremont, CA,Silver,Black,0,2,Personal,15:14:07,"2021,11,04"
10531,Chevrolet Silverado 1500,Chevrolet,2018,LT Z71 Crew Cab Short Box 4WD,42729,15357,Ankeny, IA,Black,Black,0,1,Personal,15:14:07,"2021,11,04"
10532,Ford Escape,Ford,2018,SE 4WD,15298,100716,Richmond, VA,White,Gray,0,1,Fleet,15:14:07,"2021,11,04"
10533,Toyota Corolla,Toyota,2021,LE CVT,21900,10641,Gainesville, FL,Gray,Gray,0,1,Personal,15:14:07,"2021,11,04"
10534,Nissan Rogue,Nissan,2018,S AWD,15990,35226,Bronx, NY,Black,Black,0,1,Personal,15:14:07,"2021,11,04"
10535,Chevrolet Silverado 1500,Chevrolet,2018,LT Crew Cab Short Box 4WD,35995,50776,Hays, KS,White,Gray,0,1,Personal,15:14:07,"2021,11,04"
10536,Chevrolet Silverado 1500,Chevrolet,2015,LT with 1LT Double Cab Standard Box 4WD,17997,138370,Davie, FL,White,Black,0,3,Personal,15:14:09,"2021,11,04"
10537,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,30444,105130,Union City, GA,Black,Gray,0,1,Personal,15:14:09,"2021,11,04"
10538,Mercedes-Benz CLA,Mercedes-Benz,2018,CLA 250 FWD,26967,42297,Sarasota, FL,White,Beige,0,3,Personal,15:14:09,"2021,11,04"
10539,Toyota RAV4,Toyota,2019,LE FWD,24495,30681,Miami, FL,Black,Black,0,1,Personal,15:14:09,"2021,11,04"
10540,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,35392,49959,Baltimore, MD,Black,Gray,1,2,Personal,15:14:09,"2021,11,04"
10541,Toyota Corolla,Toyota,2019,LE CVT,18719,40818,Houston, TX,Gray,Black,0,1,Fleet,15:14:09,"2021,11,04"
10542,Chevrolet Equinox,Chevrolet,2018,LT with 1LT FWD,18998,47470,Dayton, OH,White,Black,1,3,Personal,15:14:09,"2021,11,04"
10543,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,34995,52254,Billings, MT,Unknown,Unknown,0,2,Personal,15:14:09,"2021,11,04"
10544,Ford Fusion,Ford,2013,SE FWD,10499,81638,Mesa, AZ,Gray,Black,1,7,Fleet,15:14:09,"2021,11,04"
10545,Hyundai Elantra,Hyundai,2017,SE 2.0L Sedan Automatic (alt),9999,63109,Houston, TX,White,Gray,3,3,Fleet,15:14:09,"2021,11,04"
10546,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,30278,128365,Keller, TX,Black,Beige,1,1,Fleet,15:14:09,"2021,11,04"
10547,Chevrolet Silverado 1500,Chevrolet,2018,LT Crew Cab Short Box 4WD,36988,70988,Odessa, TX,Black,Black,2,1,Personal,15:14:09,"2021,11,04"
10548,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,37411,34751,Michigan Center, MI,Black,Gray,0,Personal,Personal,15:14:09,"2021,11,04"
10549,Ford Fusion,Ford,2018,SE FWD,13900,83621,Summerville, GA,Black,Black,0,2,Personal,15:14:09,"2021,11,04"
10550,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,39160,21400,Newnan, GA,Black,Beige,0,1,Personal,15:14:09,"2021,11,04"
10551,Ford Explorer,Ford,2018,XLT 4WD,21551,121957,North Canton, OH,Gray,Black,0,1,Personal,15:14:09,"2021,11,04"
10552,Ford F-150,Ford,2018,Lariat SuperCrew 5.5' Box 4WD,40995,35984,Billings, MT,Maroon,Unknown,0,1,Personal,15:14:09,"2021,11,04"
10553,Chevrolet Silverado 1500,Chevrolet,2018,LT Z71 Crew Cab Short Box 4WD,41552,31915,Ankeny, IA,Black,Black,0,1,Personal,15:14:09,"2021,11,04"
10554,Jeep Cherokee,Jeep,2019,Limited 4WD,29995,34658,Sussex, NJ,Black,Black,0,2,Personal,15:14:09,"2021,11,04"
10555,Ford Explorer,Ford,2017,Base FWD,17998,91586,San Diego, CA,White,Beige,0,2,Personal,15:14:09,"2021,11,04"
10556,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",38495,28176,Quakertown, PA,Black,Black,0,2,Personal,15:14:09,"2021,11,04"
10557,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,38443,39956,Davenport, IA,Black,Black,0,1,Personal,15:14:09,"2021,11,04"
10558,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,37991,26464,Fond du Lac, WI,White,Gray,0,2,Personal,15:14:09,"2021,11,04"
10559,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,38497,25205,Fond du Lac, WI,White,Gray,0,1,Personal,15:14:09,"2021,11,04"
10560,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,39925,45442,El Paso, TX,Silver,Black,0,1,Personal,15:14:09,"2021,11,04"
10561,Volkswagen Jetta,Volkswagen,2019,SEL Automatic,14995,116749,Escondido, CA,Black,Brown,0,1,Personal,15:14:09,"2021,11,04"
10562,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,34400,62672,Indianola, IA,Silver,Gray,0,1,Personal,15:14:09,"2021,11,04"
10563,Jeep Compass,Jeep,2018,Latitude 4WD,17990,72936,West Babylon, NY,White,Black,0,2,Personal,15:14:09,"2021,11,04"
10564,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",36995,25479,Sterling Heights, MI,White,Black,0,1,Personal,15:14:09,"2021,11,04"
10565,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,42999,41923,Prince George, VA,White,Black,0,1,Personal,15:14:09,"2021,11,04"
10566,Volkswagen Jetta,Volkswagen,2017,1.4T SE Auto,9850,135647,Houston, TX,Black,Beige,0,1,Personal,15:14:11,"2021,11,04"
10567,Honda Odyssey,Honda,2019,EX-L,33866,41209,Dallas, TX,Gray,Gray,0,1,Personal,15:14:11,"2021,11,04"
10568,Ford Explorer,Ford,2018,XLT 4WD,32334,27390,Virginia Beach, VA,Black,Black,0,1,Fleet,15:14:11,"2021,11,04"
10569,Chevrolet Malibu,Chevrolet,2019,LT with 1LT,18998,58911,Greenacres, FL,Black,Black,0,1,Personal,15:14:11,"2021,11,04"
10570,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,38141,34752,Gallatin, TN,White,Gray,1,2,Fleet,15:14:11,"2021,11,04"
10571,GMC Sierra 1500,GMC,2018,SLT Crew Cab Short Box 4WD,45234,28253,Malvern, AR,White,Brown,0,1,Personal,15:14:11,"2021,11,04"
10572,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,29995,37196,Valencia, CA,Gray,Black,0,2,Personal,15:14:11,"2021,11,04"
10573,Chevrolet Silverado 1500,Chevrolet,2017,LT Crew Cab Short Box 2WD,27999,104368,San Angelo, TX,Blue,Black,0,1,Personal,15:14:11,"2021,11,04"
10574,Chevrolet Tahoe,Chevrolet,2018,LT RWD,45606,46074,Waco, TX,White,Black,1,2,Fleet,15:14:11,"2021,11,04"
10575,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,28995,87498,Inwood, NY,White,Beige,0,1,Fleet,15:14:11,"2021,11,04"
10576,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,39888,38965,Swainsboro, GA,Silver,Gray,0,1,Personal,15:14:11,"2021,11,04"
10577,Ford F-150,Ford,2016,XLT SuperCrew 5.5' Box 4WD,28988,65297,Saline, MI,Black,Gray,0,1,Personal,15:14:11,"2021,11,04"
10578,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,36444,47280,Seymour, IN,Black,Gray,0,2,Personal,15:14:11,"2021,11,04"
10579,Toyota Camry,Toyota,2019,LE Automatic,20500,61000,Arlington, TX,White,Unknown,0,1,Personal,15:14:11,"2021,11,04"
10580,Jeep Grand Cherokee,Jeep,2018,Trailhawk 4WD,26324,151869,Green Bay, WI,White,Red,0,1,Personal,15:14:11,"2021,11,04"
10581,Honda CR-V,Honda,2019,LX FWD,22650,30305,La Mesa, CA,Black,Black,0,1,Personal,15:14:11,"2021,11,04"
10582,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,33995,84477,Greeley, CO,White,Black,0,1,Personal,15:14:11,"2021,11,04"
10583,Ford Explorer,Ford,2020,XLT RWD,34999,14484,San Antonio, TX,White,Beige,0,1,Personal,15:14:11,"2021,11,04"
10584,Volkswagen Jetta,Volkswagen,2019,S Automatic,15000,78285,Corona, CA,White,Black,0,1,Personal,15:14:11,"2021,11,04"
10585,Ford F-150,Ford,2018,XL SuperCrew 5.5' Box 4WD,29980,87217,Bourbonnais, IL,Gray,Gray,1,1,Personal,15:14:11,"2021,11,04"
10586,Ford Explorer,Ford,2018,Base 4WD,16999,136669,White Bear Lake, MN,Blue,Gray,0,1,Fleet,15:14:11,"2021,11,04"
10587,Chevrolet Malibu,Chevrolet,2018,LT with 1LT,16395,60915,Clearwater, FL,Silver,Black,0,2,Personal,15:14:11,"2021,11,04"
10588,Jeep Compass,Jeep,2019,Trailhawk 4WD,23900,50269,Gainesville, FL,Gray,Black,0,1,Fleet,15:14:11,"2021,11,04"
10589,Nissan Rogue,Nissan,2018,SV AWD,19990,37550,Bronx, NY,Silver,Black,0,1,Personal,15:14:11,"2021,11,04"
10590,Jeep Compass,Jeep,2018,Latitude 4WD,19999,57593,Eatontown, NJ,Black,Black,0,2,Personal,15:14:11,"2021,11,04"
10591,Nissan Rogue,Nissan,2018,SV AWD,23995,31705,Keyport, NJ,White,Black,0,1,Personal,15:14:11,"2021,11,04"
10592,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,29995,103496,Jefferson City, MO,Silver,Black,0,3,Personal,15:14:11,"2021,11,04"
10593,Ford Edge,Ford,2020,SEL FWD,27000,43027,Houston, TX,White,Beige,0,1,Fleet,15:14:11,"2021,11,04"
10594,Honda Accord,Honda,2019,Sport 1.5T CVT,21301,115385,Corpus Christi, TX,Red,Black,0,1,Personal,15:14:11,"2021,11,04"
10595,Toyota Camry,Toyota,2019,LE Automatic,19000,90867,Jacksonville, FL,Black,Beige,1,1,Personal,15:14:11,"2021,11,04"
10596,Toyota RAV4,Toyota,2018,XLE FWD,24295,20633,Miami, FL,Gray,Brown,2,1,Personal,15:14:13,"2021,11,04"
10597,Chevrolet Silverado 1500,Chevrolet,2020,WT Regular Cab Long Bed 2WD,30500,20875,Lenoir, NC,White,Black,0,1,Personal,15:14:13,"2021,11,04"
10598,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,38599,31809,Canton, GA,Blue,Gray,0,1,Personal,15:14:13,"2021,11,04"
10599,Ford F-150,Ford,2018,XL SuperCrew 5.5' Box 4WD,33246,90238,Manning, SC,Red,Gray,1,2,Fleet,15:14:13,"2021,11,04"
10600,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,38200,39679,Port Richey, FL,Black,Black,0,1,Personal,15:14:13,"2021,11,04"
10601,Jeep Wrangler,Jeep,2018,Sport S (JK),21991,106700,Lowell, MA,Silver,Black,0,1,Personal,15:14:13,"2021,11,04"
10602,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",34995,59610,Budd Lake, NJ,White,Black,0,2,Personal,15:14:13,"2021,11,04"
10603,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,33500,60752,Chantilly, VA,Silver,Black,0,Personal,Personal,15:14:13,"2021,11,04"
10604,Nissan Rogue,Nissan,2018,SV AWD,24995,20491,Keyport, NJ,Black,Black,0,1,Personal,15:14:13,"2021,11,04"
10605,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,35988,44060,Seattle, WA,Red,Gray,0,2,Personal,15:14:13,"2021,11,04"
10606,Chevrolet Silverado 1500,Chevrolet,2018,LTZ Z71 Crew Cab Short Box 4WD,43987,49154,Cincinnati, OH,Black,Black,0,1,Personal,15:14:13,"2021,11,04"
10607,GMC Sierra 1500,GMC,2018,SLT Crew Cab Short Box 4WD,39051,65912,Hot Springs, AR,White,Brown,0,2,Personal,15:14:13,"2021,11,04"
10608,Jeep Cherokee,Jeep,2019,Limited 4WD,25500,75419,Waite Park, MN,Black,Black,1,1,Personal,15:14:13,"2021,11,04"
10609,Ford Fusion,Ford,2016,SE FWD,10832,138070,Ocala, FL,Gray,Beige,0,2,Personal,15:14:13,"2021,11,04"
10610,Jeep Compass,Jeep,2018,Latitude 4WD,19995,24072,Westbury, NY,Gray,Black,0,1,Personal,15:14:13,"2021,11,04"
10611,Chevrolet Malibu,Chevrolet,2020,LT,23988,45643,Odessa, TX,Silver,Black,0,1,Personal,15:14:13,"2021,11,04"
10612,Jeep Grand Cherokee,Jeep,2015,Limited 4WD,15700,151965,Lubbock, TX,Red,Black,0,2,Fleet,15:14:13,"2021,11,04"
10613,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,28980,57490,Ft. Lauderdale, FL,Black,Black,1,1,Personal,15:14:13,"2021,11,04"
10614,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,37499,36828,Missoula, MT,Red,Gray,0,1,Personal,15:14:13,"2021,11,04"
10615,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,26495,109100,Sterling Heights, MI,Silver,Gray,0,2,Personal,15:14:13,"2021,11,04"
10616,Ford F-150,Ford,2017,XLT SuperCrew 5.5' Box 4WD,35995,64522,Prince George, VA,White,Black,0,2,Personal,15:14:13,"2021,11,04"
10617,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,39999,30022,Pasco, WA,Black,Gray,0,1,Personal,15:14:13,"2021,11,04"
10618,Toyota Corolla,Toyota,2020,LE CVT,18994,22851,Miami, FL,Black,Black,0,1,Personal,15:14:13,"2021,11,04"
10619,Chevrolet Malibu,Chevrolet,2018,LT with 1LT,14985,100210,Valencia, CA,Silver,Black,1,1,Personal,15:14:13,"2021,11,04"
10620,Toyota Camry,Toyota,2014,2014 LE I4 Automatic,11988,138520,Odessa, TX,Silver,Gray,1,4,Fleet,15:14:13,"2021,11,04"
10621,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 2WD",34312,33362,La Mesa, CA,White,Black,0,1,Personal,15:14:13,"2021,11,04"
10622,Ford Fusion,Ford,2017,SE FWD,17811,37094,El Paso, TX,Gray,Black,1,2,Personal,15:14:13,"2021,11,04"
10623,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,40752,27685,La Grange, GA,Black,Black,0,1,Personal,15:14:13,"2021,11,04"
10624,Chevrolet Silverado 1500,Chevrolet,2020,LT Double Cab Standard Bed 2WD,39943,11909,Longview, TX,Gray,Black,0,1,Personal,15:14:13,"2021,11,04"
10625,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,39677,27061,Richmond, VA,White,Black,0,1,Personal,15:14:13,"2021,11,04"
10626,Nissan Sentra,Nissan,2019,SV CVT,16980,30286,Lancaster, OH,Silver,Black,0,1,Personal,15:14:16,"2021,11,04"
10627,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,29999,39605,Temecula, CA,Black,Black,0,2,Personal,15:14:16,"2021,11,04"
10628,Mercedes-Benz GLC,Mercedes-Benz,2019,GLC 300 RWD,37891,26400,Newport Beach, CA,White,Black,0,1,Personal,15:14:16,"2021,11,04"
10629,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,37500,34223,Indianapolis, IN,Silver,Gray,1,1,Personal,15:14:16,"2021,11,04"
10630,Toyota Corolla,Toyota,2020,LE CVT,20139,47445,Houston, TX,White,Black,0,1,Personal,15:14:16,"2021,11,04"
10631,Ford F-150,Ford,2019,XL SuperCab 6.5' Box 2WD,29987,19645,Carson City, NV,White,Gray,0,1,Personal,15:14:16,"2021,11,04"
10632,Toyota Corolla,Toyota,2018,LE CVT,15598,80850,Bakersfield, CA,White,Black,0,1,Personal,15:14:16,"2021,11,04"
10633,Ford F-150,Ford,2018,XLT SuperCrew 6.5' Box 4WD,43410,30847,Virginia Beach, VA,White,Black,0,1,Personal,15:14:16,"2021,11,04"
10634,Ford Super Duty F-250,Ford,2019,XL 2WD Reg Cab 8' Box,28496,79091,San Antonio, TX,White,Unknown,0,2,Personal,15:14:16,"2021,11,04"
10635,Jeep Wrangler,Jeep,2016,Unlimited Rubicon,35945,7110,Roseville, CA,Black,Black,1,1,Personal,15:14:16,"2021,11,04"
10636,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,35767,35549,Coon Rapids, MN,Black,Gray,0,1,Personal,15:14:16,"2021,11,04"
10637,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,41917,28260,Hillsborough, NC,Gray,Gray,0,1,Fleet,15:14:16,"2021,11,04"
10638,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",34975,33215,Norwalk, OH,White,Black,0,1,Personal,15:14:16,"2021,11,04"
10639,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,34998,52651,Merrillville, IN,Black,Black,1,2,Personal,15:14:16,"2021,11,04"
10640,Nissan Sentra,Nissan,2018,SV CVT,10995,79850,Inwood, NY,Gray,Black,0,1,Personal,15:14:16,"2021,11,04"
10641,Ford Fusion,Ford,2017,SE FWD,19573,48943,Bryan, TX,Black,Black,0,2,Personal,15:14:16,"2021,11,04"
10642,Ford Explorer,Ford,2018,XLT 4WD,21000,157788,Fenton, MI,Silver,Black,0,1,Personal,15:14:16,"2021,11,04"
10643,Chevrolet Cruze,Chevrolet,2018,LT with 1SD Sedan Automatic,14898,54500,Tracy, CA,Black,Black,0,1,Personal,15:14:16,"2021,11,04"
10644,Chevrolet Equinox,Chevrolet,2018,LT with 1LT FWD,19411,54268,Sarasota, FL,Gray,Black,0,2,Personal,15:14:16,"2021,11,04"
10645,Nissan Altima,Nissan,2017,2.5 S,11000,99004,San Francisco, CA,Silver,Black,0,3,Personal,15:14:16,"2021,11,04"
10646,Ford Escape,Ford,2020,SE FWD,20900,52179,Live Oak, TX,White,Unknown,0,1,Personal,15:14:16,"2021,11,04"
10647,INFINITI Q50,INFINITI,2018,3.0t LUXE AWD,21990,40350,Freeport, NY,Gray,Gray,0,2,Personal,15:14:16,"2021,11,04"
10648,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,39825,34082,Concord, NC,Red,Black,0,1,Personal,15:14:16,"2021,11,04"
10649,Ford F-150,Ford,2018,XL SuperCab 6.5' Box 2WD,30999,17181,Lexington, SC,Black,Gray,0,1,Personal,15:14:16,"2021,11,04"
10650,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,36888,38860,Dickson, TN,Black,Gray,0,1,Personal,15:14:16,"2021,11,04"
10651,Ford F-150,Ford,2018,XL SuperCrew 5.5' Box 4WD,34550,62171,Chicago, IL,Silver,Gray,1,1,Personal,15:14:16,"2021,11,04"
10652,Ford F-150,Ford,2018,XL SuperCrew 5.5' Box 4WD,27495,66000,Naugatuck, CT,White,Gray,0,1,Personal,15:14:16,"2021,11,04"
10653,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,35000,37185,Kansas City, MO,Black,Gray,0,1,Personal,15:14:16,"2021,11,04"
10654,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,34574,48938,O'Fallon, IL,Black,Gray,0,1,Personal,15:14:16,"2021,11,04"
10655,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,37900,28115,Richmond, VA,Silver,Gray,0,1,Personal,15:14:16,"2021,11,04"
10656,Toyota Corolla,Toyota,2020,LE CVT,20066,27561,Stuart, FL,Gray,Black,0,2,Personal,15:14:18,"2021,11,04"
10657,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",43754,12217,Wernersville, PA,Silver,Black,0,1,Personal,15:14:18,"2021,11,04"
10658,Jeep Grand Cherokee,Jeep,2018,Altitude RWD,23722,91634,Boerne, TX,White,Black,0,1,Personal,15:14:18,"2021,11,04"
10659,Toyota RAV4,Toyota,2018,XLE FWD,25900,30692,South Lake Tahoe, CA,Silver,Unknown,0,1,Personal,15:14:18,"2021,11,04"
10660,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,34000,70311,Roanoke, IL,Red,Black,0,1,Personal,15:14:18,"2021,11,04"
10661,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,30668,36517,Montclair, CA,Black,Black,0,2,Personal,15:14:18,"2021,11,04"
10662,Toyota Corolla,Toyota,2020,LE CVT,20139,17211,Houston, TX,Gray,Black,0,1,Personal,15:14:18,"2021,11,04"
10663,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",37637,20667,Maumee, OH,White,Black,0,1,Personal,15:14:18,"2021,11,04"
10664,Ford Explorer,Ford,2017,XLT FWD,29569,53978,Edinburg, TX,White,Black,0,2,Personal,15:14:18,"2021,11,04"
10665,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 4MATIC Sedan,24252,31033,Freeport, NY,White,Beige,0,1,Personal,15:14:18,"2021,11,04"
10666,Nissan Versa,Nissan,2019,SV Sedan CVT,12423,74229,Houston, TX,Black,Black,1,2,Personal,15:14:18,"2021,11,04"
10667,Ford F-150,Ford,2018,Lariat SuperCrew 5.5' Box 4WD,35995,116890,Cullman, AL,Black,Black,0,1,Fleet,15:14:18,"2021,11,04"
10668,Ford F-150,Ford,2020,XL SuperCrew 5.5' Box 2WD,36793,20487,Bryan, TX,White,Black,0,1,Personal,15:14:18,"2021,11,04"
10669,Toyota Corolla,Toyota,2020,LE CVT,21250,19680,Rocky Mount, NC,White,Gray,0,1,Personal,15:14:18,"2021,11,04"
10670,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,38588,47195,Jackson, TN,Black,Black,0,1,Personal,15:14:18,"2021,11,04"
10671,Ford F-150,Ford,2013,XL SuperCrew 5.5' Box 4WD,21977,75575,Jacksonville, FL,White,Unknown,1,Personal,Personal,15:14:18,"2021,11,04"
10672,Ford F-150,Ford,2018,XL SuperCrew 5.5' Box 2WD,30501,61873,Corpus Christi, TX,Black,Gray,0,2,Personal,15:14:18,"2021,11,04"
10673,Chevrolet Malibu,Chevrolet,2020,LT,22197,37178,Miami, FL,Silver,Black,0,1,Personal,15:14:18,"2021,11,04"
10674,Ram 1500,Ram,2020,"Big Horn Crew Cab 5'7"" Box 4WD",39990,18629,Ludington, MI,White,Black,0,1,Personal,15:14:18,"2021,11,04"
10675,Ford Escape,Ford,2018,SE 4WD,18449,68218,Ayden, NC,White,Unknown,1,3,Personal,15:14:18,"2021,11,04"
10676,Chevrolet Traverse,Chevrolet,2019,LT Cloth with 1LT FWD,30997,45429,San Antonio, TX,White,Black,0,1,Personal,15:14:18,"2021,11,04"
10677,Honda Accord,Honda,2019,Sport 1.5T CVT,22988,49710,Placentia, CA,Gray,Black,0,1,Fleet,15:14:18,"2021,11,04"
